date hr pm10 delta power wind
20120715 23.75 6.0 -2.0 1.36842105263 4.4
20130121 20.25 58.0 -40.0 0.814814814815 4.3
20140427 20.0 31.0 -13.0 0.425 2.3
20140428 23.58 18.0 -10.0 0.572519083969 4.6
20150216 23.5 38.0 -12.0 0.446808510638 3.5
20150414 21.42 14.0 -1.0 0.490196078431 2.7
20150712 24.0 25.0 -14.0 1.20833333333 4.0
20151107 24.0 31.0 -24.0 1.02083333333 6.0
20151108 22.67 7.0 -4.0 0.463167181297 5.2
20160716 22.25 5.0 -2.0 2.08988764045 3.5
